"measurement" "activity" "subjectid" "averages"
"fBodyGyroFreqY" "SITTING" 25 -0.300483308276923
"fBodyGyroFreqY" "SITTING" 26 -0.38419769075641
"fBodyGyroFreqY" "SITTING" 27 -0.159439066752857
"fBodyGyroFreqY" "SITTING" 28 -0.320939754194444
"fBodyGyroFreqY" "SITTING" 29 -0.173147233958333
"fBodyGyroFreqY" "SITTING" 30 -0.312781565
"fBodyGyroFreqY" "STANDING" 1 -0.0447191978169811
"fBodyGyroFreqY" "STANDING" 2 -0.171160370096296
"fBodyGyroFreqY" "STANDING" 3 -0.316011207026229
"fBodyGyroFreqY" "STANDING" 4 -0.364372374642857
"fBodyGyroFreqY" "STANDING" 5 -0.162944927001786
"fBodyGyroFreqY" "STANDING" 6 -0.195978463377193
"fBodyGyroFreqY" "STANDING" 7 -0.298448698150943
"fBodyGyroFreqY" "STANDING" 8 -0.197392513112963
"fBodyGyroFreqY" "STANDING" 9 -0.348959970422222
"fBodyGyroFreqY" "STANDING" 10 -0.164082230704545
"fBodyGyroFreqY" "STANDING" 11 0.11920123437234
"fBodyGyroFreqY" "STANDING" 12 -0.143868272885738
"fBodyGyroFreqY" "STANDING" 13 -0.170676014929825
"fBodyGyroFreqY" "STANDING" 14 -0.2780036534
"fBodyGyroFreqY" "STANDING" 15 -0.130161072926415
"fBodyGyroFreqY" "STANDING" 16 -0.180188922417949
"fBodyGyroFreqY" "STANDING" 17 -0.162736719461538
"fBodyGyroFreqY" "STANDING" 18 -0.264498462054794
"fBodyGyroFreqY" "STANDING" 19 -0.291796963682192
"fBodyGyroFreqY" "STANDING" 20 -0.360072092194521
"fBodyGyroFreqY" "STANDING" 21 -0.248811283196742
"fBodyGyroFreqY" "STANDING" 22 -0.374460047253968
"fBodyGyroFreqY" "STANDING" 23 -0.197834986461765
"fBodyGyroFreqY" "STANDING" 24 -0.12902696413913
"fBodyGyroFreqY" "STANDING" 25 -0.224933997248649
"fBodyGyroFreqY" "STANDING" 26 -0.118659609293919
"fBodyGyroFreqY" "STANDING" 27 -0.1390560867165
"fBodyGyroFreqY" "STANDING" 28 -0.35931164035443
"fBodyGyroFreqY" "STANDING" 29 -0.149854192615385
"fBodyGyroFreqY" "STANDING" 30 -0.302348710389831
"fBodyGyroFreqY" "LAYING" 1 -0.091529130882
"fBodyGyroFreqY" "LAYING" 2 0.04228066839375
"fBodyGyroFreqY" "LAYING" 3 -0.0266820108903226
"fBodyGyroFreqY" "LAYING" 4 -0.526889995562963
"fBodyGyroFreqY" "LAYING" 5 0.06812484775
"fBodyGyroFreqY" "LAYING" 6 0.0236567802333333
"fBodyGyroFreqY" "LAYING" 7 -0.453725644769231
"fBodyGyroFreqY" "LAYING" 8 -0.199880205519074
"fBodyGyroFreqY" "LAYING" 9 -0.321206958058
"fBodyGyroFreqY" "LAYING" 10 0.0713125646482759
"fBodyGyroFreqY" "LAYING" 11 0.104942477754386
"fBodyGyroFreqY" "LAYING" 12 -0.0199866541433333
"fBodyGyroFreqY" "LAYING" 13 -0.042663103
"fBodyGyroFreqY" "LAYING" 14 -0.277833948752941
"fBodyGyroFreqY" "LAYING" 15 -0.146020121881944
"fBodyGyroFreqY" "LAYING" 16 -0.2155078006
"fBodyGyroFreqY" "LAYING" 17 0.0154847631971831
"fBodyGyroFreqY" "LAYING" 18 -0.0556054116769231
"fBodyGyroFreqY" "LAYING" 19 -0.156450013338554
"fBodyGyroFreqY" "LAYING" 20 -0.0784003340588235
"fBodyGyroFreqY" "LAYING" 21 -0.407760367
"fBodyGyroFreqY" "LAYING" 22 -0.143181333825
"fBodyGyroFreqY" "LAYING" 23 -0.1472313939875
"fBodyGyroFreqY" "LAYING" 24 -0.1812152290875
"fBodyGyroFreqY" "LAYING" 25 -0.262888528465753
"fBodyGyroFreqY" "LAYING" 26 -0.0665477247486842
"fBodyGyroFreqY" "LAYING" 27 -0.0195690475405405
"fBodyGyroFreqY" "LAYING" 28 -0.34947254522625
"fBodyGyroFreqY" "LAYING" 29 0.0401385255637681
"fBodyGyroFreqY" "LAYING" 30 -0.239924763457143
"fBodyGyroFreqZ" "WALKING" 1 0.00077332156431579
"fBodyGyroFreqZ" "WALKING" 2 0.139752115269492
"fBodyGyroFreqZ" "WALKING" 3 -0.0445079738913793
"fBodyGyroFreqZ" "WALKING" 4 0.149851534733333
"fBodyGyroFreqZ" "WALKING" 5 0.167457819108929
"fBodyGyroFreqZ" "WALKING" 6 0.302874949789474
"fBodyGyroFreqZ" "WALKING" 7 0.0143564054561404
"fBodyGyroFreqZ" "WALKING" 8 -0.218800753760417
"fBodyGyroFreqZ" "WALKING" 9 -0.152103721057692
"fBodyGyroFreqZ" "WALKING" 10 -0.129800372109434
"fBodyGyroFreqZ" "WALKING" 11 -0.184065788254237
"fBodyGyroFreqZ" "WALKING" 12 -0.027904118422
"fBodyGyroFreqZ" "WALKING" 13 0.126014216489474
"fBodyGyroFreqZ" "WALKING" 14 -0.36097030020339
"fBodyGyroFreqZ" "WALKING" 15 -0.0485169126196296
"fBodyGyroFreqZ" "WALKING" 16 -0.285078729888235
"fBodyGyroFreqZ" "WALKING" 17 -0.163270727868852
"fBodyGyroFreqZ" "WALKING" 18 -0.2355977771125
"fBodyGyroFreqZ" "WALKING" 19 -0.0330194535942308
"fBodyGyroFreqZ" "WALKING" 20 -0.0890585991356863
"fBodyGyroFreqZ" "WALKING" 21 -0.140755965930769
"fBodyGyroFreqZ" "WALKING" 22 0.06771682861
"fBodyGyroFreqZ" "WALKING" 23 -0.0544726683728814
"fBodyGyroFreqZ" "WALKING" 24 -0.224671550446552
"fBodyGyroFreqZ" "WALKING" 25 -0.196973168236487
"fBodyGyroFreqZ" "WALKING" 26 -0.0631030040627119
"fBodyGyroFreqZ" "WALKING" 27 -0.128721382112281
"fBodyGyroFreqZ" "WALKING" 28 -0.155076023555556
"fBodyGyroFreqZ" "WALKING" 29 0.0619511792726415
"fBodyGyroFreqZ" "WALKING" 30 -0.2626507412
"fBodyGyroFreqZ" "WALKING_UPSTAIRS" 1 -0.133373904258491
"fBodyGyroFreqZ" "WALKING_UPSTAIRS" 2 -0.0773418117291667
"fBodyGyroFreqZ" "WALKING_UPSTAIRS" 3 -0.102013834094915
"fBodyGyroFreqZ" "WALKING_UPSTAIRS" 4 -0.130134208057692
"fBodyGyroFreqZ" "WALKING_UPSTAIRS" 5 0.0608132840234043
"fBodyGyroFreqZ" "WALKING_UPSTAIRS" 6 0.0102927666117647
"fBodyGyroFreqZ" "WALKING_UPSTAIRS" 7 -0.346105575254902
"fBodyGyroFreqZ" "WALKING_UPSTAIRS" 8 -0.296234666504878
"fBodyGyroFreqZ" "WALKING_UPSTAIRS" 9 -0.507490866734694
"fBodyGyroFreqZ" "WALKING_UPSTAIRS" 10 -0.135478697270213
"fBodyGyroFreqZ" "WALKING_UPSTAIRS" 11 -0.183328377796296
"fBodyGyroFreqZ" "WALKING_UPSTAIRS" 12 -0.224541879673077
"fBodyGyroFreqZ" "WALKING_UPSTAIRS" 13 -0.240720823
"fBodyGyroFreqZ" "WALKING_UPSTAIRS" 14 -0.501572597962963
"fBodyGyroFreqZ" "WALKING_UPSTAIRS" 15 -0.219122886220833
"fBodyGyroFreqZ" "WALKING_UPSTAIRS" 16 -0.419784041764706
"fBodyGyroFreqZ" "WALKING_UPSTAIRS" 17 -0.349178571291667
"fBodyGyroFreqZ" "WALKING_UPSTAIRS" 18 -0.322333066448276
"fBodyGyroFreqZ" "WALKING_UPSTAIRS" 19 -0.15202952495
"fBodyGyroFreqZ" "WALKING_UPSTAIRS" 20 -0.268367738086275
"fBodyGyroFreqZ" "WALKING_UPSTAIRS" 21 -0.360449590021277
"fBodyGyroFreqZ" "WALKING_UPSTAIRS" 22 -0.147429136850952
"fBodyGyroFreqZ" "WALKING_UPSTAIRS" 23 -0.413452415980392
"fBodyGyroFreqZ" "WALKING_UPSTAIRS" 24 -0.343569679050847
"fBodyGyroFreqZ" "WALKING_UPSTAIRS" 25 -0.254971244461538
"fBodyGyroFreqZ" "WALKING_UPSTAIRS" 26 -0.216500720145455
"fBodyGyroFreqZ" "WALKING_UPSTAIRS" 27 -0.430102512941176
"fBodyGyroFreqZ" "WALKING_UPSTAIRS" 28 -0.303254516480392
"fBodyGyroFreqZ" "WALKING_UPSTAIRS" 29 -0.201814800918367
"fBodyGyroFreqZ" "WALKING_UPSTAIRS" 30 -0.483683270815385
"fBodyGyroFreqZ" "WALKING_DOWNSTAIRS" 1 -0.0756762067714286
"fBodyGyroFreqZ" "WALKING_DOWNSTAIRS" 2 0.1367749584
"fBodyGyroFreqZ" "WALKING_DOWNSTAIRS" 3 0.0910072841755102
"fBodyGyroFreqZ" "WALKING_DOWNSTAIRS" 4 0.3770740968
"fBodyGyroFreqZ" "WALKING_DOWNSTAIRS" 5 0.211555807
"fBodyGyroFreqZ" "WALKING_DOWNSTAIRS" 6 0.3029636429375
"fBodyGyroFreqZ" "WALKING_DOWNSTAIRS" 7 0.0076371946
"fBodyGyroFreqZ" "WALKING_DOWNSTAIRS" 8 -0.00513040190789474
"fBodyGyroFreqZ" "WALKING_DOWNSTAIRS" 9 -0.115191992546667
"fBodyGyroFreqZ" "WALKING_DOWNSTAIRS" 10 -0.0448928718421053
"fBodyGyroFreqZ" "WALKING_DOWNSTAIRS" 11 -0.150480042398261
"fBodyGyroFreqZ" "WALKING_DOWNSTAIRS" 12 0.0410165249913043
"fBodyGyroFreqZ" "WALKING_DOWNSTAIRS" 13 -0.034630804087234
"fBodyGyroFreqZ" "WALKING_DOWNSTAIRS" 14 -0.113453380786667
"fBodyGyroFreqZ" "WALKING_DOWNSTAIRS" 15 -0.0645117088119048
"fBodyGyroFreqZ" "WALKING_DOWNSTAIRS" 16 -0.121321578170213
"fBodyGyroFreqZ" "WALKING_DOWNSTAIRS" 17 -0.154726798605435
"fBodyGyroFreqZ" "WALKING_DOWNSTAIRS" 18 -0.211649515774545
"fBodyGyroFreqZ" "WALKING_DOWNSTAIRS" 19 0.195664853055641
"fBodyGyroFreqZ" "WALKING_DOWNSTAIRS" 20 -0.101961723088889
"fBodyGyroFreqZ" "WALKING_DOWNSTAIRS" 21 -0.0827761198333333
"fBodyGyroFreqZ" "WALKING_DOWNSTAIRS" 22 0.01292707115
"fBodyGyroFreqZ" "WALKING_DOWNSTAIRS" 23 -0.060331719512963
"fBodyGyroFreqZ" "WALKING_DOWNSTAIRS" 24 0.0208409579327273
"fBodyGyroFreqZ" "WALKING_DOWNSTAIRS" 25 -0.191973774948276
"fBodyGyroFreqZ" "WALKING_DOWNSTAIRS" 26 -0.01372893002
"fBodyGyroFreqZ" "WALKING_DOWNSTAIRS" 27 0.0367238492251136
"fBodyGyroFreqZ" "WALKING_DOWNSTAIRS" 28 -0.012251230826087
"fBodyGyroFreqZ" "WALKING_DOWNSTAIRS" 29 -0.0201656502508333
"fBodyGyroFreqZ" "WALKING_DOWNSTAIRS" 30 -0.252762856822581
"fBodyGyroFreqZ" "SITTING" 1 -0.0297839207446809
"fBodyGyroFreqZ" "SITTING" 2 0.0409472348676087
"fBodyGyroFreqZ" "SITTING" 3 -0.0387467420096154
"fBodyGyroFreqZ" "SITTING" 4 -0.1457260342
"fBodyGyroFreqZ" "SITTING" 5 0.0966833908409091
"fBodyGyroFreqZ" "SITTING" 6 0.0438103632909091
"fBodyGyroFreqZ" "SITTING" 7 -0.0187739586583333
"fBodyGyroFreqZ" "SITTING" 8 -0.0430176558469565
"fBodyGyroFreqZ" "SITTING" 9 -0.17324215306
"fBodyGyroFreqZ" "SITTING" 10 -0.084443595962963
"fBodyGyroFreqZ" "SITTING" 11 -0.0459579465849057
"fBodyGyroFreqZ" "SITTING" 12 -0.080845100272549
"fBodyGyroFreqZ" "SITTING" 13 0.013649216527551
"fBodyGyroFreqZ" "SITTING" 14 -0.0834989971537037
"fBodyGyroFreqZ" "SITTING" 15 -0.00867259700677966
"fBodyGyroFreqZ" "SITTING" 16 0.207112798289855
"fBodyGyroFreqZ" "SITTING" 17 0.123430240928125
"fBodyGyroFreqZ" "SITTING" 18 0.1032033883
"fBodyGyroFreqZ" "SITTING" 19 -0.147366971379452
"fBodyGyroFreqZ" "SITTING" 20 -0.144654837851515
"fBodyGyroFreqZ" "SITTING" 21 0.0208820463952941
"fBodyGyroFreqZ" "SITTING" 22 -0.11797502196129
"fBodyGyroFreqZ" "SITTING" 23 0.137545517458824
"fBodyGyroFreqZ" "SITTING" 24 -0.0466430854957353
"fBodyGyroFreqZ" "SITTING" 25 0.0368690794884615
"fBodyGyroFreqZ" "SITTING" 26 0.0345111450307692
"fBodyGyroFreqZ" "SITTING" 27 0.0218168994742857
"fBodyGyroFreqZ" "SITTING" 28 -0.0574600312055556
"fBodyGyroFreqZ" "SITTING" 29 -0.0194301189816667
"fBodyGyroFreqZ" "SITTING" 30 -0.0503841254806452
"fBodyGyroFreqZ" "STANDING" 1 0.100607635139623
"fBodyGyroFreqZ" "STANDING" 2 0.000226810610740739
"fBodyGyroFreqZ" "STANDING" 3 -0.229120091067541
"fBodyGyroFreqZ" "STANDING" 4 -0.223109154546429
"fBodyGyroFreqZ" "STANDING" 5 -0.109180363773214
"fBodyGyroFreqZ" "STANDING" 6 -0.0778747190508772
"fBodyGyroFreqZ" "STANDING" 7 -0.188116628033962
"fBodyGyroFreqZ" "STANDING" 8 0.0222011082111111
"fBodyGyroFreqZ" "STANDING" 9 -0.16576126334
"fBodyGyroFreqZ" "STANDING" 10 -0.0988874452431818
"fBodyGyroFreqZ" "STANDING" 11 -0.0212967788297872
"fBodyGyroFreqZ" "STANDING" 12 -0.130538981132787
"fBodyGyroFreqZ" "STANDING" 13 -0.0652523063612105
"fBodyGyroFreqZ" "STANDING" 14 -0.198897454968333
"fBodyGyroFreqZ" "STANDING" 15 -0.0512384435037736
"fBodyGyroFreqZ" "STANDING" 16 0.00791532346153846
"fBodyGyroFreqZ" "STANDING" 17 0.0601796814102564
"fBodyGyroFreqZ" "STANDING" 18 -0.100456190560274
"fBodyGyroFreqZ" "STANDING" 19 -0.113976427853425
"fBodyGyroFreqZ" "STANDING" 20 -0.235150618682192
"fBodyGyroFreqZ" "STANDING" 21 -0.0796430681910112
"fBodyGyroFreqZ" "STANDING" 22 -0.177196579598413
"fBodyGyroFreqZ" "STANDING" 23 -0.163986972797059
"fBodyGyroFreqZ" "STANDING" 24 -0.0650613444028986
"fBodyGyroFreqZ" "STANDING" 25 -0.0699344712864865
"fBodyGyroFreqZ" "STANDING" 26 -0.012085913522973
"fBodyGyroFreqZ" "STANDING" 27 0.05763026998875
"fBodyGyroFreqZ" "STANDING" 28 -0.197616297073418
"fBodyGyroFreqZ" "STANDING" 29 -0.0235538798892308
"fBodyGyroFreqZ" "STANDING" 30 -0.248631168027119
"fBodyGyroFreqZ" "LAYING" 1 0.01045812566
"fBodyGyroFreqZ" "LAYING" 2 0.0552985986479167
"fBodyGyroFreqZ" "LAYING" 3 0.147686455548065
"fBodyGyroFreqZ" "LAYING" 4 0.152886311603704
"fBodyGyroFreqZ" "LAYING" 5 0.0413600281009615
"fBodyGyroFreqZ" "LAYING" 6 0.0445225537614035
"fBodyGyroFreqZ" "LAYING" 7 0.0144682871075
"fBodyGyroFreqZ" "LAYING" 8 0.213568382200185
"fBodyGyroFreqZ" "LAYING" 9 -0.055125413678
"fBodyGyroFreqZ" "LAYING" 10 0.157620505460345
"fBodyGyroFreqZ" "LAYING" 11 0.0963568933754386
"fBodyGyroFreqZ" "LAYING" 12 0.0419799361083333
"fBodyGyroFreqZ" "LAYING" 13 0.14650938193871
"fBodyGyroFreqZ" "LAYING" 14 0.023333252745098
"fBodyGyroFreqZ" "LAYING" 15 0.000812185868055554
"fBodyGyroFreqZ" "LAYING" 16 0.100235755224429
"fBodyGyroFreqZ" "LAYING" 17 0.131970584167183
"fBodyGyroFreqZ" "LAYING" 18 0.193083855989231
"fBodyGyroFreqZ" "LAYING" 19 0.0518654912277108
"fBodyGyroFreqZ" "LAYING" 20 0.00832392052941177
"fBodyGyroFreqZ" "LAYING" 21 0.266238545
"fBodyGyroFreqZ" "LAYING" 22 0.0627250150652778
"fBodyGyroFreqZ" "LAYING" 23 0.289184530733333
"fBodyGyroFreqZ" "LAYING" 24 0.258571516181528
"fBodyGyroFreqZ" "LAYING" 25 -0.139861213767123
"fBodyGyroFreqZ" "LAYING" 26 0.206193013839342
"fBodyGyroFreqZ" "LAYING" 27 0.254804846483784
"fBodyGyroFreqZ" "LAYING" 28 0.123627590803375
"fBodyGyroFreqZ" "LAYING" 29 0.250307629215942
"fBodyGyroFreqZ" "LAYING" 30 0.0674681472885714
"fBodyGyroX" "WALKING" 1 -0.339032197115789
"fBodyGyroX" "WALKING" 2 -0.429713536101695
"fBodyGyroX" "WALKING" 3 -0.437845763793103
"fBodyGyroX" "WALKING" 4 -0.373384540666667
"fBodyGyroX" "WALKING" 5 -0.372668749642857
"fBodyGyroX" "WALKING" 6 -0.239650710533333
"fBodyGyroX" "WALKING" 7 -0.318395104666667
"fBodyGyroX" "WALKING" 8 -0.102063053808333
"fBodyGyroX" "WALKING" 9 -0.383676120961538
"fBodyGyroX" "WALKING" 10 -0.277913780754717
"fBodyGyroX" "WALKING" 11 -0.514753307627119
"fBodyGyroX" "WALKING" 12 -0.4019759318
"fBodyGyroX" "WALKING" 13 -0.192856474047368
"fBodyGyroX" "WALKING" 14 -0.508595851864407
"fBodyGyroX" "WALKING" 15 -0.253399360296296
"fBodyGyroX" "WALKING" 16 -0.59574648627451
"fBodyGyroX" "WALKING" 17 -0.40771670852459
"fBodyGyroX" "WALKING" 18 -0.609673434464286
"fBodyGyroX" "WALKING" 19 0.228142361865385
"fBodyGyroX" "WALKING" 20 -0.0936248686019608
"fBodyGyroX" "WALKING" 21 -0.246657382884615
"fBodyGyroX" "WALKING" 22 -0.144648652152174
"fBodyGyroX" "WALKING" 23 -0.337619203050847
"fBodyGyroX" "WALKING" 24 -0.468295081206897
"fBodyGyroX" "WALKING" 25 -0.411909719594595
"fBodyGyroX" "WALKING" 26 -0.368112905762712
"fBodyGyroX" "WALKING" 27 -0.498017935263158
"fBodyGyroX" "WALKING" 28 -0.374681071666667
"fBodyGyroX" "WALKING" 29 -0.431490048490566
"fBodyGyroX" "WALKING" 30 -0.374440300461538
"fBodyGyroX" "WALKING_UPSTAIRS" 1 -0.492611667924528
"fBodyGyroX" "WALKING_UPSTAIRS" 2 -0.331643577458333
"fBodyGyroX" "WALKING_UPSTAIRS" 3 -0.378216681762712
"fBodyGyroX" "WALKING_UPSTAIRS" 4 -0.3710689925
"fBodyGyroX" "WALKING_UPSTAIRS" 5 -0.263615096246809
"fBodyGyroX" "WALKING_UPSTAIRS" 6 -0.115065008156863
"fBodyGyroX" "WALKING_UPSTAIRS" 7 -0.383889342745098
"fBodyGyroX" "WALKING_UPSTAIRS" 8 -0.240260761682927
"fBodyGyroX" "WALKING_UPSTAIRS" 9 -0.313941631326531
"fBodyGyroX" "WALKING_UPSTAIRS" 10 -0.218524716912766
"fBodyGyroX" "WALKING_UPSTAIRS" 11 -0.471782782222222
"fBodyGyroX" "WALKING_UPSTAIRS" 12 -0.426360331538462
"fBodyGyroX" "WALKING_UPSTAIRS" 13 -0.482113007636364
"fBodyGyroX" "WALKING_UPSTAIRS" 14 -0.441048358648148
"fBodyGyroX" "WALKING_UPSTAIRS" 15 -0.361096856875
"fBodyGyroX" "WALKING_UPSTAIRS" 16 -0.53239971627451
"fBodyGyroX" "WALKING_UPSTAIRS" 17 -0.416223018291667
"fBodyGyroX" "WALKING_UPSTAIRS" 18 -0.59232371
"fBodyGyroX" "WALKING_UPSTAIRS" 19 -0.194485509535
"fBodyGyroX" "WALKING_UPSTAIRS" 20 -0.372684353921569
"fBodyGyroX" "WALKING_UPSTAIRS" 21 -0.446974007021277
"fBodyGyroX" "WALKING_UPSTAIRS" 22 -0.19545699252381
"fBodyGyroX" "WALKING_UPSTAIRS" 23 -0.430239229235294
"fBodyGyroX" "WALKING_UPSTAIRS" 24 -0.503188684915254
"fBodyGyroX" "WALKING_UPSTAIRS" 25 -0.476144998846154
"fBodyGyroX" "WALKING_UPSTAIRS" 26 -0.427686570727273
"fBodyGyroX" "WALKING_UPSTAIRS" 27 -0.544369229411765
"fBodyGyroX" "WALKING_UPSTAIRS" 28 -0.403636283921569
"fBodyGyroX" "WALKING_UPSTAIRS" 29 -0.260519290404082
"fBodyGyroX" "WALKING_UPSTAIRS" 30 -0.488039003123077
"fBodyGyroX" "WALKING_DOWNSTAIRS" 1 -0.352449631363265
"fBodyGyroX" "WALKING_DOWNSTAIRS" 2 -0.145775970406383
"fBodyGyroX" "WALKING_DOWNSTAIRS" 3 -0.129066574295918
"fBodyGyroX" "WALKING_DOWNSTAIRS" 4 -0.240298893435556
"fBodyGyroX" "WALKING_DOWNSTAIRS" 5 -0.295345101425532
"fBodyGyroX" "WALKING_DOWNSTAIRS" 6 0.0633716052854167
"fBodyGyroX" "WALKING_DOWNSTAIRS" 7 -0.33930147
"fBodyGyroX" "WALKING_DOWNSTAIRS" 8 -0.130740445236842
"fBodyGyroX" "WALKING_DOWNSTAIRS" 9 -0.325042890904762
"fBodyGyroX" "WALKING_DOWNSTAIRS" 10 -0.214350280079211
"fBodyGyroX" "WALKING_DOWNSTAIRS" 11 -0.318777012804348
"fBodyGyroX" "WALKING_DOWNSTAIRS" 12 -0.178856167345652
"fBodyGyroX" "WALKING_DOWNSTAIRS" 13 -0.319677124659574
"fBodyGyroX" "WALKING_DOWNSTAIRS" 14 -0.295315541666667
"fBodyGyroX" "WALKING_DOWNSTAIRS" 15 -0.22735956545
"fBodyGyroX" "WALKING_DOWNSTAIRS" 16 -0.420844008625532
"fBodyGyroX" "WALKING_DOWNSTAIRS" 17 -0.316412962967391
"fBodyGyroX" "WALKING_DOWNSTAIRS" 18 -0.489232274509091
"fBodyGyroX" "WALKING_DOWNSTAIRS" 19 0.474962448333333
"fBodyGyroX" "WALKING_DOWNSTAIRS" 20 -0.0629572600911111
"fBodyGyroX" "WALKING_DOWNSTAIRS" 21 -0.366748752888889
"fBodyGyroX" "WALKING_DOWNSTAIRS" 22 -0.0954349339722222
"fBodyGyroX" "WALKING_DOWNSTAIRS" 23 -0.214730713222222
"fBodyGyroX" "WALKING_DOWNSTAIRS" 24 -0.272469211854545
"fBodyGyroX" "WALKING_DOWNSTAIRS" 25 -0.217799723931034
"fBodyGyroX" "WALKING_DOWNSTAIRS" 26 -0.12591815458
"fBodyGyroX" "WALKING_DOWNSTAIRS" 27 -0.2966286115
"fBodyGyroX" "WALKING_DOWNSTAIRS" 28 -0.0299969963043478
"fBodyGyroX" "WALKING_DOWNSTAIRS" 29 -0.18941800145
"fBodyGyroX" "WALKING_DOWNSTAIRS" 30 -0.263061628069355
"fBodyGyroX" "SITTING" 1 -0.976161464042553
"fBodyGyroX" "SITTING" 2 -0.982621389565217
"fBodyGyroX" "SITTING" 3 -0.957550637692308
"fBodyGyroX" "SITTING" 4 -0.9605896358
"fBodyGyroX" "SITTING" 5 -0.957117251818182
"fBodyGyroX" "SITTING" 6 -0.939671400545455
"fBodyGyroX" "SITTING" 7 -0.9436317575
"fBodyGyroX" "SITTING" 8 -0.982200309782609
"fBodyGyroX" "SITTING" 9 -0.950315237
"fBodyGyroX" "SITTING" 10 -0.986477363333333
"fBodyGyroX" "SITTING" 11 -0.985106875471698
"fBodyGyroX" "SITTING" 12 -0.968528985294118
"fBodyGyroX" "SITTING" 13 -0.983218202857143
"fBodyGyroX" "SITTING" 14 -0.978577117592593
"fBodyGyroX" "SITTING" 15 -0.986152580338983
"fBodyGyroX" "SITTING" 16 -0.978632856956522
"fBodyGyroX" "SITTING" 17 -0.98841106765625
"fBodyGyroX" "SITTING" 18 -0.989961500350877
"fBodyGyroX" "SITTING" 19 -0.981743664931507
"fBodyGyroX" "SITTING" 20 -0.969913284393939
"fBodyGyroX" "SITTING" 21 -0.984893559764706
"fBodyGyroX" "SITTING" 22 -0.977266731129032
"fBodyGyroX" "SITTING" 23 -0.977149986617647
"fBodyGyroX" "SITTING" 24 -0.985676523823529
"fBodyGyroX" "SITTING" 25 -0.988002552461538
"fBodyGyroX" "SITTING" 26 -0.990144882307692
"fBodyGyroX" "SITTING" 27 -0.987207904714286
"fBodyGyroX" "SITTING" 28 -0.973724326388889
"fBodyGyroX" "SITTING" 29 -0.988393569
"fBodyGyroX" "SITTING" 30 -0.987034626451613
"fBodyGyroX" "STANDING" 1 -0.986386786037736
"fBodyGyroX" "STANDING" 2 -0.967037112037037
"fBodyGyroX" "STANDING" 3 -0.901282267540984
"fBodyGyroX" "STANDING" 4 -0.905464161964286
"fBodyGyroX" "STANDING" 5 -0.909661802321429
"fBodyGyroX" "STANDING" 6 -0.931612384385965
"fBodyGyroX" "STANDING" 7 -0.938121637735849
"fBodyGyroX" "STANDING" 8 -0.969677435925926
"fBodyGyroX" "STANDING" 9 -0.916974437555556
"fBodyGyroX" "STANDING" 10 -0.924005912954545
"fBodyGyroX" "STANDING" 11 -0.978301717234043
"fBodyGyroX" "STANDING" 12 -0.890292711147541
"fBodyGyroX" "STANDING" 13 -0.957154108421053
"fBodyGyroX" "STANDING" 14 -0.957111767
"fBodyGyroX" "STANDING" 15 -0.950380286226415
"fBodyGyroX" "STANDING" 16 -0.973157351666667
"fBodyGyroX" "STANDING" 17 -0.980696264102564
"fBodyGyroX" "STANDING" 18 -0.964428926438356
"fBodyGyroX" "STANDING" 19 -0.947865639178082
"fBodyGyroX" "STANDING" 20 -0.881019424794521
"fBodyGyroX" "STANDING" 21 -0.956989964269663
"fBodyGyroX" "STANDING" 22 -0.917018098571429
"fBodyGyroX" "STANDING" 23 -0.947510436323529
"fBodyGyroX" "STANDING" 24 -0.958540187246377
"fBodyGyroX" "STANDING" 25 -0.96807852527027
"fBodyGyroX" "STANDING" 26 -0.969364268513514
"fBodyGyroX" "STANDING" 27 -0.970149628875
"fBodyGyroX" "STANDING" 28 -0.880426103164557
"fBodyGyroX" "STANDING" 29 -0.974485449538462
"fBodyGyroX" "STANDING" 30 -0.915742855084746
"fBodyGyroX" "LAYING" 1 -0.850249174586
"fBodyGyroX" "LAYING" 2 -0.9864311425
"fBodyGyroX" "LAYING" 3 -0.970167262903226
"fBodyGyroX" "LAYING" 4 -0.967203736481482
"fBodyGyroX" "LAYING" 5 -0.975797491730769
"fBodyGyroX" "LAYING" 6 -0.935439769649123
"fBodyGyroX" "LAYING" 7 -0.953684547692308
"fBodyGyroX" "LAYING" 8 -0.957903886111111
"fBodyGyroX" "LAYING" 9 -0.930297921
"fBodyGyroX" "LAYING" 10 -0.953793912068965
"fBodyGyroX" "LAYING" 11 -0.97618747122807
"fBodyGyroX" "LAYING" 12 -0.9566538865
"fBodyGyroX" "LAYING" 13 -0.96946349
"fBodyGyroX" "LAYING" 14 -0.949959040588235
"fBodyGyroX" "LAYING" 15 -0.955413596111111
"fBodyGyroX" "LAYING" 16 -0.975892407428571
"fBodyGyroX" "LAYING" 17 -0.971949211126761
"fBodyGyroX" "LAYING" 18 -0.992436927692308
"fBodyGyroX" "LAYING" 19 -0.974196217590361
"fBodyGyroX" "LAYING" 20 -0.982619403529412
"fBodyGyroX" "LAYING" 21 -0.973410473
"fBodyGyroX" "LAYING" 22 -0.95336692
"fBodyGyroX" "LAYING" 23 -0.979676078055556
"fBodyGyroX" "LAYING" 24 -0.976570564027778
"fBodyGyroX" "LAYING" 25 -0.890517539315068
"fBodyGyroX" "LAYING" 26 -0.988386324868421
"fBodyGyroX" "LAYING" 27 -0.987028539054054
"fBodyGyroX" "LAYING" 28 -0.946804234625
"fBodyGyroX" "LAYING" 29 -0.99312260884058
"fBodyGyroX" "LAYING" 30 -0.971789052714286
